term_str,n,p,i,n_chars,max_pos,n_pos,stem_porter,stem_snowball,stem_lancaster,stop,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,pos_group
though,286,0.0006455792493674001,10.597118172240862,6,IN,3,though,though,though,0,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
any,286,0.0006455792493674001,10.597118172240862,3,DT,2,ani,ani,any,1,18,0.0,0.0,0.0,0.0,0.0,0.0,DT
many,285,0.0006433219792647168,10.602171399967146,4,JJ,4,mani,mani,many,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
against,281,0.0006342928988539839,10.622563188798324,7,IN,4,against,against,against,1,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
find,280,0.0006320356287513008,10.627706492074283,4,VB,6,find,find,find,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
better,280,0.0006320356287513008,10.627706492074283,6,JJR,8,better,better,bet,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
macbeth,279,0.0006297783586486175,10.632868197190062,7,NNP,3,macbeth,macbeth,macbe,0,1,4.169925001442312,4.169925001442312,64.63383752235583,1163.409075402405,0.0,1163.409075402405,NN
edward,277,0.0006252638184432511,10.643247342970062,6,NNP,2,edward,edward,edward,0,5,1.84799690655495,9.23998453277475,28.43861906198451,511.89514311572117,0.0,486.02318642395187,NN
nay,277,0.0006252638184432511,10.643247342970062,3,NNP,6,nay,nay,nay,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
myself,276,0.0006230065483405679,10.64846505224108,6,PRP,5,myself,myself,myself,1,18,0.0,0.0,0.0,0.0,0.0,0.0,PR
bear,275,0.0006207492782378846,10.653701700607229,4,VB,7,bear,bear,bear,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
madam,274,0.0006184920081352015,10.658957426058723,5,NN,8,madam,madam,madam,0,15,0.2630344058337938,3.9455160875069066,4.003968177692195,72.0714271984595,3.287930072922422,13.151720291689688,NN
peace,274,0.0006184920081352015,10.658957426058723,5,NN,4,peac,peac,peac,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
off,272,0.000613977467929835,10.669526667768912,3,RP,5,off,off,off,1,18,0.0,0.0,0.0,0.0,0.0,0.0,RP
wife,268,0.0006049483875191021,10.690900318561479,4,NN,2,wife,wife,wif,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
gone,264,0.0005959193071083693,10.712595389660796,4,VBN,3,gone,gone,gon,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
those,263,0.0005936620370056861,10.718070519726949,5,DT,1,those,those,thos,1,18,0.0,0.0,0.0,0.0,0.0,0.0,DT
grace,260,0.0005868902266976364,10.734621695990796,5,NN,5,grace,grace,grac,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
way,258,0.0005823756864922699,10.745762253595997,3,NN,1,way,way,way,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
france,258,0.0005823756864922699,10.745762253595997,6,NNP,2,franc,franc,frant,0,12,0.5849625007211562,7.019550008653875,8.384462510336572,150.9203251860583,1.1699250014423124,38.02256254687515,NN
cleopatra,257,0.0005801184163895868,10.751364959825372,9,NN,2,cleopatra,cleopatra,cleopatr,0,3,2.584962500721156,7.754887502163468,36.907520149185395,664.3353626853371,0.0,659.1654376838948,NN
second,254,0.0005733466060815371,10.768304822247085,6,JJ,6,second,second,second,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
brother,254,0.0005733466060815371,10.768304822247085,7,NN,6,brother,brother,broth,0,17,0.08246216019197297,1.4018567232635406,1.163632704931174,20.945388688761135,0.9483148422076892,5.442502572670216,NN
set,252,0.0005688320658761706,10.779709585519333,3,VBN,6,set,set,set,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
unto,252,0.0005688320658761706,10.779709585519333,4,IN,10,unto,unto,unto,0,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
put,252,0.0005688320658761706,10.779709585519333,3,VB,7,put,put,put,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
hold,251,0.0005665747957734875,10.785445955068479,4,VB,6,hold,hold,hold,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
cassio,251,0.0005665747957734875,10.785445955068479,6,NNP,4,cassio,cassio,cassio,0,1,4.169925001442312,4.169925001442312,58.147287520112236,1046.6511753620202,0.0,1046.6511753620202,NN
still,250,0.0005643175256708042,10.791205224357164,5,RB,1,still,still,stil,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
young,249,0.000562060255568121,10.79698757695117,5,JJ,3,young,young,young,0,17,0.08246216019197297,1.4018567232635406,1.1407265493222927,20.53307788780127,0.9483148422076892,1.9790918446073513,JJ
ever,248,0.0005598029854654379,10.802793198632376,4,RB,2,ever,ever,ev,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
might,246,0.0005552884452600714,10.81447500368001,5,MD,2,might,might,might,0,18,0.0,0.0,0.0,0.0,0.0,0.0,MD
—,246,0.0005552884452600714,10.81447500368001,1,JJ,17,—,—,—,0,17,0.08246216019197297,1.4018567232635406,1.1269828559569643,20.285691407225357,0.7833905218237431,4.040645849406675,JJ
keep,245,0.0005530311751573882,10.82035157001668,4,VB,6,keep,keep,keep,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
part,243,0.0005485166349520217,10.832177005413469,4,NN,3,part,part,part,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
die,243,0.0005485166349520217,10.832177005413469,3,VB,9,die,die,die,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
thine,240,0.0005417448246439721,10.850098913410731,5,NN,6,thine,thine,thin,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
live,239,0.0005394875545412888,10.856122701038501,4,VB,8,live,live,liv,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
stay,236,0.0005327157442332392,10.874346459657408,4,VB,7,stay,stay,stay,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
word,234,0.0005282012040278728,10.886624789435846,4,NN,1,word,word,word,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
friends,233,0.0005259439339251895,10.89280336436497,7,NNS,3,friend,friend,friend,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
cassius,228,0.0005146575834117735,10.92409949485451,7,NN,3,cassiu,cassius,cassi,0,2,3.169925001442312,6.339850002884624,40.15238335160262,722.7429003288472,0.0,716.4030503259626,NN
soul,227,0.0005124003133090902,10.930441021728335,4,NN,4,soul,soul,soul,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
desdemona,226,0.000510143043206407,10.936810546604063,9,NN,3,desdemona,desdemona,desdemon,0,1,4.169925001442312,4.169925001442312,52.355725018109034,942.4030503259626,0.0,942.4030503259626,NN
mother,226,0.000510143043206407,10.936810546604063,6,NN,7,mother,mother,moth,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
long,226,0.000510143043206407,10.936810546604063,4,RB,4,long,long,long,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
lear,226,0.000510143043206407,10.936810546604063,4,NN,4,lear,lear,lear,0,1,4.169925001442312,4.169925001442312,52.355725018109034,942.4030503259626,0.0,942.4030503259626,NN
richard,226,0.000510143043206407,10.936810546604063,7,NNP,2,richard,richard,richard,0,7,1.3625700793847084,9.537990555692959,17.107824330052452,307.9408379409441,0.0,220.73635286032277,NN
answer,225,0.0005078857731037239,10.943208317802213,6,NN,10,answer,answer,answ,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
syracuse,223,0.0005033712328983574,10.956089609098946,8,NNP,1,syracus,syracus,syracus,0,1,4.169925001442312,4.169925001442312,51.66073751786865,929.8932753216357,0.0,929.8932753216357,NN
hence,221,0.000498856692692991,10.969086949627819,5,NN,5,henc,henc,hent,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
gentleman,220,0.0004965994225903077,10.97562979549459,9,NN,3,gentleman,gentleman,gentlem,0,16,0.16992500144231237,2.718800023076998,2.076861128739373,37.383500317308716,1.1894750100961866,8.836100075000243,NN
dromio,220,0.0004965994225903077,10.97562979549459,6,NNP,3,dromio,dromio,dromio,0,1,4.169925001442312,4.169925001442312,50.96575001762826,917.3835003173086,0.0,917.3835003173086,NN
place,220,0.0004965994225903077,10.97562979549459,5,NN,4,place,place,plac,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
since,219,0.0004943421524876246,10.982202449418077,5,IN,1,sinc,sinc,sint,0,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
none,218,0.0004920848823849413,10.988805184242324,4,NN,5,none,none,non,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
indeed,218,0.0004920848823849413,10.988805184242324,6,RB,1,inde,inde,indee,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
fool,217,0.0004898276122822581,10.99543827657477,4,NN,6,fool,fool,fool,0,17,0.08246216019197297,1.4018567232635406,0.9941271534254521,17.89428876165814,0.49477296115183783,9.648072742460839,NN
sword,217,0.0004898276122822581,10.99543827657477,5,NN,6,sword,sword,sword,0,17,0.08246216019197297,1.4018567232635406,0.994127153425452,17.894288761658135,1.030777002399662,2.061554004799324,NN
dost,217,0.0004898276122822581,10.99543827657477,4,NN,9,dost,dost,dost,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
dear,216,0.00048757034217957487,11.002102006855782,4,JJ,5,dear,dear,dear,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
house,215,0.0004853130720768916,11.00879665942979,5,NN,2,hous,hous,hous,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
within,215,0.0004853130720768916,11.00879665942979,6,IN,2,within,within,within,0,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
himself,214,0.0004830558019742084,11.015522522618104,7,PRP,2,himself,himself,himself,1,18,0.0,0.0,0.0,0.0,0.0,0.0,PR
lords,214,0.0004830558019742084,11.015522522618104,5,NNS,4,lord,lord,lord,0,16,0.16992500144231237,2.718800023076998,2.020219461591936,36.36395030865485,1.0195500086538742,7.476700063461744,NN
antipholus,214,0.0004830558019742084,11.015522522618104,10,NNP,2,antipholu,antipholus,antiphol,0,1,4.169925001442312,4.169925001442312,49.57577501714749,892.3639503086548,0.0,892.3639503086548,NN
words,212,0.000478541261768842,11.029069054456052,5,NNS,1,word,word,word,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
messenger,212,0.000478541261768842,11.029069054456052,9,NN,2,messeng,messeng,messeng,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
nature,211,0.0004762839916661588,11.035890320312065,6,NN,6,natur,natur,nat,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
faith,211,0.0004762839916661588,11.035890320312065,5,NN,8,faith,faith,fai,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
bring,211,0.0004762839916661588,11.035890320312065,5,VB,6,bring,bring,bring,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
face,210,0.0004740267215634756,11.042743991353127,4,NN,4,face,face,fac,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
friend,209,0.00047176945146079234,11.049630376938367,6,NN,6,friend,friend,friend,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
every,208,0.00046951218135810914,11.056549790878158,5,DT,2,everi,everi,every,0,18,0.0,0.0,0.0,0.0,0.0,0.0,DT
best,207,0.0004672549112554259,11.063502551519925,4,JJS,6,best,best,best,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
once,207,0.0004672549112554259,11.063502551519925,4,RB,3,onc,onc,ont,1,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
fortune,205,0.0004627403710500595,11.077509409513803,7,NN,7,fortun,fortun,fortun,0,17,0.08246216019197297,1.4018567232635406,0.9391523799641366,16.90474283935446,0.7421594417277567,2.2264783251832703,NN
show,205,0.0004627403710500595,11.077509409513803,4,VB,6,show,show,show,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
ere,205,0.0004627403710500595,11.077509409513803,3,RB,13,ere,ere,er,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
rest,204,0.00046048310094737625,11.084564167047755,4,NN,6,rest,rest,rest,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
england,203,0.00045822583084469305,11.091653591834074,7,NNP,1,england,england,england,0,11,0.7104933828050152,7.815427210855167,8.012786483856559,144.23015670941805,2.1314801484150454,35.52466914025076,NN
suffolk,203,0.00045822583084469305,11.091653591834074,7,NN,2,suffolk,suffolk,suffolk,0,3,2.584962500721156,7.754887502163468,29.15263264702192,524.7473876463946,0.0,372.23460010384645,NN
little,202,0.00045596856074200985,11.098778026267455,6,JJ,4,littl,littl,littl,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
about,200,0.0004514540205366434,11.113133319244525,5,IN,2,about,about,about,1,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
whom,199,0.00044919675043396016,11.120364888475601,4,WP,5,whom,whom,whom,1,18,0.0,0.0,0.0,0.0,0.0,0.0,WP
forth,198,0.00044693948033127696,11.12763288893964,5,NN,10,forth,forth,for,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
farewell,197,0.00044468221022859377,11.134937689562873,8,NN,6,farewel,farewel,farewel,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
helena,196,0.0004424249401259105,11.142279664904041,6,NN,2,helena,helena,helen,0,3,2.584962500721156,7.754887502163468,28.14736945229703,506.65265014134656,0.0,323.1203125901445,NN
else,195,0.0004401676700232273,11.14965919526964,4,RB,4,els,els,els,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
follow,194,0.00043791039992054407,11.157076666832122,6,VB,8,follow,follow,follow,0,16,0.16992500144231237,2.718800023076998,1.8314139044338111,32.9654502798086,1.6992500144231237,3.738350031730872,VB
eye,193,0.00043565312981786087,11.16453247175117,3,NN,2,eye,eye,ey,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
margaret,193,0.00043565312981786087,11.16453247175117,8,NNP,2,margaret,margaret,margaret,0,3,2.584962500721156,7.754887502163468,27.71654236884351,498.89776263918316,0.0,206.7970000576925,NN
back,192,0.0004333958597151777,11.172027008298095,4,RB,5,back,back,back,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
tongue,192,0.0004333958597151777,11.172027008298095,6,NN,4,tongu,tongu,tongu,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
after,190,0.00042888131950981123,11.187133900688302,5,IN,1,after,after,aft,1,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
crown,190,0.00042888131950981123,11.187133900688302,5,NN,6,crown,crown,crown,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
full,188,0.0004243667793044448,11.202400657341613,4,JJ,2,full,full,ful,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
said,186,0.00041985223909907834,11.21783069791122,4,VBD,2,said,said,said,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
thought,184,0.00041533769889371194,11.233427552962237,7,VBD,5,thought,thought,thought,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
kent,182,0.0004108231586883455,11.249194868820554,4,NNP,3,kent,kent,kent,0,5,1.84799690655495,9.23998453277475,18.685302055166716,336.3354369930009,0.0,312.31147720778654,NN
meet,181,0.00040856588858566225,11.257143621936045,4,VB,9,meet,meet,meet,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
help,180,0.00040630861848297905,11.265136412689575,4,NN,5,help,help,help,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
boy,180,0.00040630861848297905,11.265136412689575,3,NN,8,boy,boy,boy,0,16,0.16992500144231237,2.718800023076998,1.6992500144231237,30.586500259616226,1.6142875137019677,4.7579000403847465,NN
turn,180,0.00040630861848297905,11.265136412689575,4,VB,7,turn,turn,turn,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
heard,180,0.00040630861848297905,11.265136412689575,5,VBN,10,heard,heard,heard,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
soldier,179,0.00040405134838029585,11.273173731754994,7,NNP,5,soldier,soldier,soldy,0,16,0.16992500144231237,2.718800023076998,1.6898097365652174,30.416575258173914,0.7646625064904057,9.855650083654117,NN
talbot,178,0.0004017940782776126,11.281256078052852,6,NNP,3,talbot,talbot,talbot,0,1,4.169925001442312,4.169925001442312,41.23592501426286,742.2466502567315,0.0,742.2466502567315,NN
came,178,0.0004017940782776126,11.281256078052852,4,VBD,3,came,came,cam,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
juliet,177,0.0003995368081749294,11.289383958936252,6,NN,4,juliet,juliet,juliet,0,1,4.169925001442312,4.169925001442312,41.004262514182734,738.0767252552893,0.0,738.0767252552893,NN
without,176,0.0003972795380722462,11.297557890381952,7,IN,2,without,without,without,0,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
another,176,0.0003972795380722462,11.297557890381952,7,DT,1,anoth,anoth,anoth,0,18,0.0,0.0,0.0,0.0,0.0,0.0,DT
makes,176,0.0003972795380722462,11.297557890381952,5,VBZ,3,make,make,mak,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
hope,176,0.0003972795380722462,11.297557890381952,4,VBP,5,hope,hope,hop,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
welcome,175,0.00039502226796956296,11.305778397186922,7,JJ,8,welcom,welcom,welcom,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
things,175,0.00039502226796956296,11.305778397186922,6,NNS,2,thing,thing,thing,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
news,175,0.00039502226796956296,11.305778397186922,4,NN,2,news,news,new,0,17,0.08246216019197297,1.4018567232635406,0.8017154463108485,14.430878033595272,0.7833905218237431,2.2264783251832703,NN
wilt,174,0.00039276499786687977,11.314046013170522,4,NN,10,wilt,wilt,wilt,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
play,172,0.0003882504576615133,11.330724754317153,4,VB,7,play,play,play,0,17,0.08246216019197297,1.4018567232635406,0.7879717529455196,14.183491553019353,0.49477296115183783,3.2984864076789187,VB
bid,172,0.0003882504576615133,11.330724754317153,3,VB,8,bid,bid,bid,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
portia,172,0.0003882504576615133,11.330724754317153,6,NN,3,portia,portia,port,0,2,3.169925001442312,6.339850002884624,30.29039445822654,545.2271002480777,0.0,453.2992752062506,NN
bed,171,0.0003859931875588301,11.339136994133352,3,NN,3,bed,bed,bed,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
thing,171,0.0003859931875588301,11.339136994133352,5,NN,2,thing,thing,thing,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
parolles,171,0.0003859931875588301,11.339136994133352,8,NNS,3,parol,paroll,parol,0,1,4.169925001442312,4.169925001442312,39.61428751370196,713.0571752466353,0.0,713.0571752466353,NN
body,170,0.00038373591745614687,11.347598572881548,4,NN,1,bodi,bodi,body,0,17,0.08246216019197297,1.4018567232635406,0.7788092907019669,14.018567232635405,0.7833905218237431,1.8141675242234054,NN
right,169,0.0003814786473534637,11.356110072737065,5,NN,7,right,right,right,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
home,169,0.0003814786473534637,11.356110072737065,4,NN,5,home,home,hom,0,17,0.08246216019197297,1.4018567232635406,0.7742280595801909,13.936105072443436,0.6596972815357838,3.4634107280628648,NN
fall,168,0.0003792213772507804,11.36467208624049,4,NN,8,fall,fall,fal,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
fight,168,0.0003792213772507804,11.36467208624049,5,NN,9,fight,fight,fight,0,17,0.08246216019197297,1.4018567232635406,0.7696468284584144,13.853642912251459,0.45354188105585136,2.473864805759189,NN
daughter,167,0.00037696410714809723,11.373285216545199,8,NN,2,daughter,daughter,daught,0,16,0.16992500144231237,2.718800023076998,1.5765264022703425,28.377475240866165,1.274437510817343,4.927825041827059,NN
get,167,0.00037696410714809723,11.373285216545199,3,VB,4,get,get,get,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
power,167,0.00037696410714809723,11.373285216545199,5,NN,1,power,power,pow,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
gentle,166,0.00037470683704541403,11.381950077672325,6,JJ,6,gentl,gentl,gentl,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
woman,165,0.0003724495669427308,11.390667294773435,5,NN,2,woman,woman,wom,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
three,165,0.0003724495669427308,11.390667294773435,5,CD,2,three,three,three,0,18,0.0,0.0,0.0,0.0,0.0,0.0,CD
mind,164,0.0003701922968400476,11.399437504401167,4,NN,5,mind,mind,mind,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
rather,164,0.0003701922968400476,11.399437504401167,6,RB,3,rather,rather,rath,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
fly,164,0.0003701922968400476,11.399437504401167,3,VB,7,fli,fli,fly,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
use,164,0.0003701922968400476,11.399437504401167,3,NN,5,use,use,us,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
ephesus,163,0.0003679350267373644,11.408261354788172,7,NNP,2,ephesu,ephesus,ephes,0,1,4.169925001442312,4.169925001442312,37.76098751306094,679.6977752350969,0.0,679.6977752350969,NN
marry,162,0.00036567775663468114,11.417139506134626,5,NNP,4,marri,marri,marry,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
matter,162,0.00036567775663468114,11.417139506134626,6,NN,5,matter,matter,mat,0,17,0.08246216019197297,1.4018567232635406,0.7421594417277567,13.35886995109962,0.6184662014397972,2.2264783251832703,NN
hands,160,0.0003611632164293147,11.435061414131887,5,NNS,2,hand,hand,hand,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
imogen,160,0.0003611632164293147,11.435061414131887,6,NN,2,imogen,imogen,imog,0,1,4.169925001442312,4.169925001442312,37.06600001282055,667.18800023077,0.0,667.18800023077,NN
cause,159,0.0003589059463266315,11.444106553734894,5,NN,5,caus,caus,caus,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
bastard,158,0.0003566486762239483,11.453208760842147,7,NN,6,bastard,bastard,bastard,0,10,0.8479969065549501,8.4799690655495,7.443528401982339,133.9835112356821,0.8479969065549501,94.12765662759946,NN
please,158,0.0003566486762239483,11.453208760842147,6,VB,7,pleas,pleas,pleas,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
majesty,156,0.00035213413601858186,11.471587290157002,7,NN,5,majesti,majesti,majesty,0,13,0.4694852833012202,6.103308682915863,4.068872455277241,73.23970419499034,3.5211396247591513,12.676102649132945,NN
earth,156,0.00035213413601858186,11.471587290157002,5,NN,4,earth,earth,ear,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
does,156,0.00035213413601858186,11.471587290157002,4,VBZ,3,doe,doe,doe,1,12,0.5849625007211562,7.019550008653875,5.06967500625002,91.25415011250037,2.0473687525240467,16.963912520913528,VB
thousand,156,0.00035213413601858186,11.471587290157002,8,CD,6,thousand,thousand,thousand,0,18,0.0,0.0,0.0,0.0,0.0,0.0,CD
nurse,155,0.0003498768659158986,11.480865103745012,5,NN,4,nurs,nurs,nurs,0,8,1.1699250014423124,9.359400011538499,10.074354179086578,181.33837522355842,0.0,170.8090502105776,NN
horatio,155,0.0003498768659158986,11.480865103745012,7,NN,2,horatio,horatio,horatio,0,1,4.169925001442312,4.169925001442312,35.90768751241991,646.3383752235584,0.0,646.3383752235584,NN
lie,155,0.0003498768659158986,11.480865103745012,3,NN,11,lie,lie,lie,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
sure,155,0.0003498768659158986,11.480865103745012,4,JJ,6,sure,sure,sur,0,18,0.0,0.0,0.0,0.0,0.0,0.0,JJ
lost,155,0.0003498768659158986,11.480865103745012,4,VBN,5,lost,lost,lost,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
sleep,154,0.0003476195958132154,11.490202968324349,5,NN,7,sleep,sleep,sleep,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
honest,154,0.0003476195958132154,11.490202968324349,6,JJS,8,honest,honest,honest,0,16,0.16992500144231237,2.718800023076998,1.4538027901175612,26.168450222116103,1.0195500086538742,7.136850060577119,JJ
husband,154,0.0003476195958132154,11.490202968324349,7,NN,4,husband,husband,husband,0,16,0.16992500144231237,2.718800023076998,1.4538027901175612,26.168450222116103,1.274437510817343,4.927825041827059,NN
hour,153,0.0003453623257105322,11.499601666326598,4,NN,1,hour,hour,hour,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
fellow,153,0.0003453623257105322,11.499601666326598,6,NN,5,fellow,fellow,fellow,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
enough,153,0.0003453623257105322,11.499601666326598,6,RB,6,enough,enough,enough,0,18,0.0,0.0,0.0,0.0,0.0,0.0,RB
shalt,153,0.0003453623257105322,11.499601666326598,5,NN,9,shalt,shalt,shalt,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
ring,153,0.0003453623257105322,11.499601666326598,4,NN,3,ring,ring,ring,0,17,0.08246216019197297,1.4018567232635406,0.7009283616317704,12.616710509371867,0.3298486407678919,3.4634107280628648,NN
through,152,0.00034310505560784896,11.509061995575665,7,IN,3,through,through,through,1,18,0.0,0.0,0.0,0.0,0.0,0.0,IN
light,152,0.00034310505560784896,11.509061995575665,5,NN,7,light,light,light,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
truth,151,0.00034084778550516577,11.518584769694172,5,NN,5,truth,truth,tru,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
shame,151,0.00034084778550516577,11.518584769694172,5,NN,7,shame,shame,sham,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
seen,151,0.00034084778550516577,11.518584769694172,4,VBN,1,seen,seen,seen,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
state,149,0.0003363332452997993,11.537820988557089,5,NN,1,state,state,stat,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
means,149,0.0003363332452997993,11.537820988557089,5,NNS,4,mean,mean,mean,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
mean,148,0.0003340759751971161,11.5475361433903,4,VBP,7,mean,mean,mean,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
villain,148,0.0003340759751971161,11.5475361433903,7,NN,3,villain,villain,villain,0,17,0.08246216019197297,1.4018567232635406,0.6780222060228889,12.204399708412,0.5360040412478243,1.5667810436474865,NN
enobarbus,148,0.0003340759751971161,11.5475361433903,9,NN,3,enobarbu,enobarbus,enobarb,0,1,4.169925001442312,4.169925001442312,34.28605001185901,617.1489002134622,0.0,617.1489002134622,NN
kill,147,0.00033181870509443287,11.557317164182885,4,VB,9,kill,kill,kil,0,18,0.0,0.0,0.0,0.0,0.0,0.0,VB
end,147,0.00033181870509443287,11.557317164182885,3,NN,4,end,end,end,0,18,0.0,0.0,0.0,0.0,0.0,0.0,NN
somerset,147,0.00033181870509443287,11.557317164182885,8,NNP,3,somerset,somerset,somerset,0,3,2.584962500721156,7.754887502163468,21.11052708922277,379.9894876060099,0.0,142.1729375396636,NN
mistress,147,0.00033181870509443287,11.557317164182885,8,NN,5,mistress,mistress,mistress,0,15,0.2630344058337938,3.9455160875069066,2.148114314309316,38.666057657567684,1.8412408408365564,7.3649633633462255,NN
